name,version,licence,licensor,homepage,scope
config-chain,1.1.13,MIT,Dominic Tarr,http://github.com/dominictarr/config-chain,runtime
console-table-printer,2.16.1,MIT,Nahiyan Kamal,https://console-table.netlify.app,runtime
content-type,3.0.0,MIT,Douglas Christopher Wilson,https://github.com/jshttp/content-type#readme,runtime
convert-source-map,2.0.0,MIT,Thorsten Lorenz,https://github.com/thlorenz/convert-source-map,runtime
core-js-compat,3.50.0,MIT,Denis Pushkarev,https://core-js.io,runtime
core-util-is,1.0.3,MIT,Isaac Z. Schlueter,https://github.com/isaacs/core-util-is#readme,runtime
crelt,1.0.7,MIT,Marijn Haverbeke,https://code.haverbeke.berlin/marijn/crelt,runtime
cross-spawn,7.0.6,MIT,André Cruz,https://github.com/moxystudio/node-cross-spawn,runtime
css-select,5.2.2,BSD-2-Clause,Felix Boehm,https://github.com/fb55/css-select#readme,runtime
css-tree,3.2.1,MIT,Roman Dvornov,https://github.com/csstree/csstree#readme,runtime
css-what,6.2.2,BSD-2-Clause,Felix Böhm,https://github.com/fb55/css-what#readme,runtime
cssstyle,6.2.0,MIT,,https://github.com/jsdom/cssstyle#readme,runtime
csstype,3.2.3,MIT,Fredrik Nicol,https://github.com/frenic/csstype#readme,runtime
custom-media-element,1.4.6,MIT,@muxinc,https://github.com/muxinc/media-elements#readme,runtime
damerau-levenshtein,1.0.8,BSD-2-Clause,The Spanish Inquisition,https://github.com/tad-lispy/node-damerau-levenshtein#readme,build/dev
data-urls,7.0.0,MIT,Domenic Denicola,https://github.com/jsdom/data-urls#readme,runtime
data-view-buffer,1.0.2,MIT,Jordan Harband,https://github.com/inspect-js/data-view-buffer#readme,build/dev
data-view-byte-length,1.0.2,MIT,Jordan Harband,https://github.com/inspect-js/data-view-byte-length#readme,build/dev
data-view-byte-offset,1.0.1,MIT,Jordan Harband,https://github.com/inspect-js/data-view-byte-offset#readme,build/dev
dataloader,2.2.3,MIT,,https://github.com/graphql/dataloader,runtime
date-fns,4.4.0,MIT,,https://github.com/date-fns/date-fns#readme,runtime
debounce,1.2.1,MIT,,https://github.com/component/debounce#readme,runtime
debug,3.2.7,MIT,Josh Junon,https://github.com/debug-js/debug#readme,build/dev
debug,4.4.3,MIT,Josh Junon,https://github.com/debug-js/debug#readme,runtime
decimal.js,10.6.0,MIT,Michael Mclaughlin,https://github.com/MikeMcl/decimal.js#readme,runtime
decode-named-character-reference,1.3.0,MIT,Titus Wormer,https://github.com/wooorm/decode-named-character-reference#readme,runtime
decompress-response,7.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/decompress-response#readme,runtime
deeks,3.2.1,MIT,mrodrig,https://mrodrig.github.io/deeks,runtime
deep-is,0.1.4,MIT,Thorsten Lorenz,https://github.com/thlorenz/deep-is#readme,build/dev
default-browser,5.5.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/default-browser#readme,runtime
default-browser-id,5.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/default-browser-id#readme,runtime
define-data-property,1.1.4,MIT,Jordan Harband,https://github.com/ljharb/define-data-property#readme,runtime
define-lazy-prop,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/define-lazy-prop#readme,runtime
define-properties,1.2.1,MIT,Jordan Harband,https://github.com/ljharb/define-properties#readme,build/dev
delayed-stream,1.0.0,MIT,Felix Geisendörfer,https://github.com/felixge/node-delayed-stream,runtime
dequal,2.0.3,MIT,Luke Edwards,https://github.com/lukeed/dequal#readme,runtime
detect-libc,2.1.2,Apache-2.0,Lovell Fuller,https://github.com/lovell/detect-libc#readme,runtime
detect-node-es,1.1.0,MIT,Ilya Kantor,https://github.com/thekashey/detect-node,runtime
dialog-closedby-polyfill,1.3.0,MIT,Takahiro Arai,https://github.com/tak-dcxi/dialog-closedby-polyfill#readme,runtime
diff,9.0.0,BSD-3-Clause,,https://github.com/kpdecker/jsdiff#readme,runtime
dir-glob,3.0.1,MIT,Kevin Mårtensson,https://github.com/kevva/dir-glob#readme,runtime
doc-path,4.1.4,MIT,mrodrig,https://mrodrig.github.io/doc-path,runtime
doctrine,2.1.0,Apache-2.0,,https://github.com/eslint/doctrine,build/dev
dom-serializer,2.0.0,MIT,Felix Boehm,https://github.com/cheeriojs/dom-serializer#readme,runtime
dom-walk,0.1.2,MIT,Raynos,https://github.com/Raynos/dom-walk,runtime
domelementtype,2.3.0,BSD-2-Clause,Felix Boehm,https://github.com/fb55/domelementtype#readme,runtime
domhandler,5.0.3,BSD-2-Clause,Felix Boehm,https://github.com/fb55/domhandler#readme,runtime
dompurify,3.4.14,(MPL-2.0 OR Apache-2.0),"Dr.-Ing. Mario Heiderich, Cure53",https://github.com/cure53/DOMPurify,runtime
domutils,3.2.2,BSD-2-Clause,Felix Boehm,https://github.com/fb55/domutils#readme,runtime
dunder-proto,1.0.1,MIT,Jordan Harband,https://github.com/es-shims/dunder-proto#readme,runtime
duplexify,3.7.1,MIT,Mathias Buus,https://github.com/mafintosh/duplexify,runtime
ejs,6.0.1,Apache-2.0,Matthew Eernisse,https://github.com/mde/ejs,runtime
electron-to-chromium,1.5.404,ISC,Kilian Valkhof,https://github.com/Kilian/electron-to-chromium#readme,runtime
emoji-regex,10.6.0,MIT,Mathias Bynens,https://mths.be/emoji-regex,runtime
emoji-regex,8.0.0,MIT,Mathias Bynens,https://mths.be/emoji-regex,runtime
emoji-regex,9.2.2,MIT,Mathias Bynens,https://mths.be/emoji-regex,build/dev
empathic,2.0.1,MIT,Luke Edwards,https://github.com/lukeed/empathic#readme,runtime
end-of-stream,1.4.5,MIT,Mathias Buus,https://github.com/mafintosh/end-of-stream,runtime
enhanced-resolve,5.24.5,MIT,Tobias Koppers @sokra,https://github.com/webpack/enhanced-resolve#readme,build/dev
entities,4.5.0,BSD-2-Clause,Felix Boehm,https://github.com/fb55/entities#readme,runtime
entities,8.0.0,BSD-2-Clause,Felix Boehm,https://github.com/fb55/entities#readme,runtime
es-abstract,1.24.2,MIT,Jordan Harband,https://github.com/ljharb/es-abstract#readme,build/dev
es-abstract-get,1.0.0,MIT,Jordan Harband,https://github.com/ljharb/es-abstract-get#readme,build/dev
es-define-property,1.0.1,MIT,Jordan Harband,https://github.com/ljharb/es-define-property#readme,runtime
es-errors,1.3.0,MIT,Jordan Harband,https://github.com/ljharb/es-errors#readme,runtime
es-iterator-helpers,1.4.0,MIT,Jordan Harband,https://github.com/es-shims/iterator-helpers#readme,build/dev
es-module-lexer,2.3.2,MIT,Guy Bedford,https://github.com/guybedford/es-module-lexer#readme,runtime
es-object-atoms,1.1.2,MIT,Jordan Harband,https://github.com/ljharb/es-object-atoms#readme,runtime
es-set-tostringtag,2.1.0,MIT,Jordan Harband,https://github.com/es-shims/es-set-tostringtag#readme,runtime
es-shim-unscopables,1.1.0,MIT,Jordan Harband,https://github.com/ljharb/es-shim-unscopables#readme,build/dev
es-to-primitive,1.3.4,MIT,Jordan Harband,https://github.com/ljharb/es-to-primitive#readme,build/dev
es-toolkit,1.52.0,MIT,,https://es-toolkit.dev,runtime
esbuild,0.28.2,MIT,,https://github.com/evanw/esbuild#readme,runtime
escalade,3.2.0,MIT,Luke Edwards,https://github.com/lukeed/escalade#readme,runtime
escape-string-regexp,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/escape-string-regexp#readme,runtime
eslint,9.39.5,MIT,Nicholas C. Zakas,https://eslint.org,build/dev
eslint-config-next,16.3.0,MIT,,https://nextjs.org/docs/app/api-reference/config/eslint,build/dev
eslint-import-resolver-node,0.3.10,MIT,Ben Mosher,https://github.com/import-js/eslint-plugin-import,build/dev
eslint-import-resolver-typescript,3.10.1,ISC,Alex Gorbatchev,https://github.com/import-js/eslint-import-resolver-typescript#readme,build/dev
eslint-module-utils,2.14.0,MIT,Ben Mosher,https://github.com/import-js/eslint-plugin-import#readme,build/dev
eslint-plugin-import,2.32.0,MIT,Ben Mosher,https://github.com/import-js/eslint-plugin-import,build/dev
eslint-plugin-jsx-a11y,6.10.2,MIT,Ethan Cohen,https://github.com/jsx-eslint/eslint-plugin-jsx-a11y#readme,build/dev
eslint-plugin-react,7.37.5,MIT,Yannick Croissant,https://github.com/jsx-eslint/eslint-plugin-react,build/dev
eslint-plugin-react-hooks,7.1.1,MIT,,https://react.dev/,build/dev
eslint-scope,8.4.0,BSD-2-Clause,,https://github.com/eslint/js/blob/main/packages/eslint-scope/README.md,build/dev
eslint-visitor-keys,3.4.3,Apache-2.0,Toru Nagashima,https://github.com/eslint/js/blob/main/packages/eslint-visitor-keys/README.md,build/dev
eslint-visitor-keys,4.2.1,Apache-2.0,Toru Nagashima,https://github.com/eslint/js/blob/main/packages/eslint-visitor-keys/README.md,build/dev
eslint-visitor-keys,5.0.1,Apache-2.0,Toru Nagashima,https://github.com/eslint/js/blob/main/packages/eslint-visitor-keys/README.md,build/dev
espree,10.4.0,BSD-2-Clause,Nicholas C. Zakas,https://github.com/eslint/js/blob/main/packages/espree/README.md,build/dev
esprima,4.0.1,BSD-2-Clause,Ariya Hidayat,http://esprima.org,runtime
esquery,1.6.0,BSD-3-Clause,Joel Feenstra,https://github.com/estools/esquery/,runtime
esquery,1.7.0,BSD-3-Clause,Joel Feenstra,https://github.com/estools/esquery/,build/dev
esrecurse,4.3.0,BSD-2-Clause,,https://github.com/estools/esrecurse,build/dev
estraverse,5.3.0,BSD-2-Clause,,https://github.com/estools/estraverse,runtime
esutils,2.0.3,BSD-2-Clause,,https://github.com/estools/esutils,runtime
event-source-polyfill,1.0.31,MIT,Yaffle,https://github.com/Yaffle/EventSource,runtime
event-target-shim,6.0.2,MIT,Toru Nagashima,https://github.com/mysticatea/event-target-shim,runtime
eventemitter3,5.0.4,MIT,Arnout Kazemier,https://github.com/primus/eventemitter3#readme,runtime
events-universal,1.0.1,Apache-2.0,Holepunch,https://github.com/holepunchto/events-universal#readme,runtime
eventsource,2.0.2,MIT,Espen Hovlandsdal,https://github.com/EventSource/eventsource#readme,runtime
eventsource,4.1.1,MIT,Espen Hovlandsdal,https://github.com/EventSource/eventsource#readme,runtime
eventsource,5.1.1,MIT,Espen Hovlandsdal,https://github.com/EventSource/eventsource#readme,runtime
eventsource-parser,3.1.1,MIT,Espen Hovlandsdal,https://github.com/rexxars/eventsource-parser#readme,runtime
eventsource-parser,4.1.0,MIT,Espen Hovlandsdal,https://github.com/rexxars/eventsource-parser#readme,runtime
execa,9.6.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/execa#readme,runtime
exif-component,1.0.1,MIT,,,runtime
fast-deep-equal,3.1.3,MIT,Evgeny Poberezkin,https://github.com/epoberezkin/fast-deep-equal#readme,runtime
fast-fifo,1.3.2,MIT,Mathias Buus,https://github.com/mafintosh/fast-fifo,runtime
fast-glob,3.3.1,MIT,Denis Malinochkin,https://github.com/mrmlnc/fast-glob#readme,runtime
fast-json-stable-stringify,2.1.0,MIT,James Halliday,https://github.com/epoberezkin/fast-json-stable-stringify,build/dev
fast-levenshtein,2.0.6,MIT,Ramesh Nair,https://github.com/hiddentao/fast-levenshtein#readme,build/dev
fast-levenshtein,3.0.0,MIT,Ramesh Nair,https://github.com/hiddentao/fast-levenshtein#readme,runtime
fast-string-truncated-width,3.0.3,MIT,,https://github.com/fabiospampinato/fast-string-truncated-width#readme,runtime
fast-string-width,3.0.2,MIT,,https://github.com/fabiospampinato/fast-string-width#readme,runtime
fast-wrap-ansi,0.2.2,MIT,James Garbutt,https://github.com/43081j/fast-wrap-ansi#readme,runtime
fastest-levenshtein,1.0.16,MIT,Kasper U. Weihe,https://github.com/ka-weihe/fastest-levenshtein#README,runtime
fastq,1.20.1,ISC,Matteo Collina,https://github.com/mcollina/fastq#readme,runtime
fdir,6.5.0,MIT,thecodrr,https://github.com/thecodrr/fdir#readme,runtime
figures,6.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/figures#readme,runtime
file-entry-cache,8.0.0,MIT,Jared Wray,https://github.com/jaredwray/file-entry-cache#readme,build/dev
fill-range,7.1.1,MIT,Jon Schlinkert,https://github.com/jonschlinkert/fill-range,runtime
find-cache-dir,2.1.0,MIT,,https://github.com/avajs/find-cache-dir#readme,runtime
find-up,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/find-up#readme,runtime
find-up,5.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/find-up#readme,build/dev
find-up-simple,1.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/find-up-simple#readme,runtime
flat-cache,4.0.1,MIT,Jared Wray,https://github.com/jaredwray/flat-cache#readme,build/dev
flatted,3.4.4,ISC,Andrea Giammarchi,https://github.com/WebReflection/flatted#readme,build/dev
focus-lock,1.3.6,MIT,theKashey,https://github.com/theKashey/focus-lock#readme,runtime
for-each,0.3.5,MIT,Raynos,https://github.com/Raynos/for-each,build/dev
form-data,4.0.6,MIT,Felix Geisendörfer,https://github.com/form-data/form-data#readme,runtime
framer-motion,13.1.1,MIT,Matt Perry,https://github.com/motiondivision/motion#readme,runtime
fsevents,2.3.3,MIT,,https://github.com/fsevents/fsevents,runtime
function-bind,1.1.2,MIT,Raynos,https://github.com/Raynos/function-bind,runtime
function.prototype.name,1.2.0,MIT,Jordan Harband,https://github.com/es-shims/Function.prototype.name#readme,build/dev
functions-have-names,1.2.3,MIT,Jordan Harband,https://github.com/inspect-js/functions-have-names#readme,build/dev
generator-function,2.0.1,MIT,Jordan Harbamd,https://github.com/TimothyGu/generator-function#readme,build/dev
gensync,1.0.0-beta.2,MIT,Logan Smyth,https://github.com/loganfsmyth/gensync,runtime
get-east-asian-width,1.6.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/get-east-asian-width#readme,runtime
get-intrinsic,1.3.0,MIT,Jordan Harband,https://github.com/ljharb/get-intrinsic#readme,runtime
get-it,8.8.3,MIT,Sanity.io,https://github.com/sanity-io/get-it#readme,runtime
get-it,9.5.2,MIT,Sanity.io,https://github.com/sanity-io/get-it#readme,runtime
get-latest-version,6.0.1,MIT,Espen Hovlandsdal,https://github.com/rexxars/get-latest-version#readme,runtime
get-package-type,0.1.0,MIT,Corey Farrell,https://github.com/cfware/get-package-type#readme,runtime
get-proto,1.0.1,MIT,Jordan Harband,https://github.com/ljharb/get-proto#readme,runtime
get-stream,9.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/get-stream#readme,runtime
get-symbol-description,1.1.0,MIT,Jordan Harband,https://github.com/inspect-js/get-symbol-description#readme,build/dev
get-tsconfig,4.14.1,MIT,Hiroki Osame,https://github.com/privatenumber/get-tsconfig#readme,runtime
glob-parent,5.1.2,ISC,Gulp Team,https://github.com/gulpjs/glob-parent#readme,runtime
glob-parent,6.0.2,ISC,Gulp Team,https://github.com/gulpjs/glob-parent#readme,build/dev
global,4.4.0,MIT,Raynos,https://github.com/Raynos/global,runtime
global-directory,4.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/global-directory#readme,runtime
globals,14.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/globals#readme,build/dev
globals,16.4.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/globals#readme,build/dev
globalthis,1.0.4,MIT,Jordan Harband,https://github.com/ljharb/System.global#readme,build/dev
globby,11.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/globby#readme,runtime
gopd,1.2.0,MIT,Jordan Harband,https://github.com/ljharb/gopd#readme,runtime
graceful-fs,4.2.10,ISC,,https://github.com/isaacs/node-graceful-fs#readme,runtime
graceful-fs,4.2.11,ISC,,https://github.com/isaacs/node-graceful-fs#readme,build/dev
groq,3.88.1-typegen-experimental.0,MIT,Sanity.io,https://www.sanity.io/,runtime
groq,6.11.0,MIT,Sanity.io,https://www.sanity.io/,runtime
groq-js,1.30.3,MIT,Sanity.io,https://github.com/sanity-io/groq-js#readme,runtime
groq-js,2.0.0,MIT,Sanity.io,https://github.com/sanity-io/groq-js#readme,runtime
gsap,3.15.0,Standard 'no charge' license: https://gsap.com/standard-license.,,https://gsap.com,runtime
gunzip-maybe,1.4.2,MIT,Mathias Buus,https://github.com/mafintosh/gunzip-maybe,runtime
has-bigints,1.1.0,MIT,Jordan Harband,https://github.com/ljharb/has-bigints#readme,build/dev
has-flag,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/has-flag#readme,runtime
has-property-descriptors,1.0.2,MIT,Jordan Harband,https://github.com/inspect-js/has-property-descriptors#readme,runtime
has-proto,1.2.0,MIT,Jordan Harband,https://github.com/inspect-js/has-proto#readme,build/dev
has-symbols,1.1.0,MIT,Jordan Harband,https://github.com/ljharb/has-symbols#readme,runtime
has-tostringtag,1.0.2,MIT,Jordan Harband,https://github.com/inspect-js/has-tostringtag#readme,runtime
hasown,2.0.4,MIT,Jordan Harband,https://github.com/inspect-js/hasOwn#readme,runtime
hast-util-parse-selector,4.0.0,MIT,Titus Wormer,https://github.com/syntax-tree/hast-util-parse-selector#readme,runtime
hastscript,9.0.1,MIT,Titus Wormer,https://github.com/syntax-tree/hastscript#readme,runtime
he,1.2.0,MIT,Mathias Bynens,https://mths.be/he,runtime
hermes-estree,0.25.1,MIT,,https://github.com/facebook/hermes#readme,build/dev
hermes-parser,0.25.1,MIT,,https://github.com/facebook/hermes#readme,build/dev
history,5.3.0,MIT,Remix Software,https://github.com/remix-run/history#readme,runtime
hls.js,1.6.19,Apache-2.0,,https://github.com/video-dev/hls.js,runtime
hls.js,1.7.3,Apache-2.0,,https://github.com/video-dev/hls.js,runtime
hotscript,1.0.13,ISC,Gabriel Vergnaud,https://github.com/gvergnaud/HOTScript#readme,runtime
html-encoding-sniffer,6.0.0,MIT,Domenic Denicola,https://github.com/jsdom/html-encoding-sniffer#readme,runtime
html-parse-stringify,4.0.1,MIT,Henrik Joreteg,https://github.com/i18next/html-parse-stringify,runtime
http-proxy-agent,7.0.2,MIT,Nathan Rajlich,https://github.com/TooTallNate/proxy-agents#readme,runtime
https-proxy-agent,7.0.6,MIT,Nathan Rajlich,https://github.com/TooTallNate/proxy-agents#readme,runtime
human-signals,8.0.1,Apache-2.0,ehmicky,https://www.github.com/ehmicky/human-signals,runtime
humanize-list,1.0.1,MIT,John Otander,https://github.com/johnotander/humanize-list#readme,runtime
i18next,26.4.0,MIT,Jan Mühlemann,https://www.i18next.com,runtime
iconv-lite,0.7.3,MIT,Alexander Shtuchkin,https://github.com/pillarjs/iconv-lite,runtime
ignore,5.3.2,MIT,kael,https://github.com/kaelzhang/node-ignore#readme,runtime
ignore,7.0.6,MIT,kael,https://github.com/kaelzhang/node-ignore#readme,build/dev
import-fresh,3.3.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/import-fresh#readme,build/dev
import-meta-resolve,4.2.0,MIT,Titus Wormer,https://github.com/wooorm/import-meta-resolve#readme,runtime
imurmurhash,0.1.4,MIT,Jens Taylor,https://github.com/jensyt/imurmurhash-js,build/dev
indent-string,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/indent-string#readme,runtime
inherits,2.0.4,ISC,,https://github.com/isaacs/inherits#readme,runtime
ini,1.3.8,ISC,GitHub Inc.,https://github.com/npm/ini#readme,runtime
ini,4.1.1,ISC,GitHub Inc.,https://github.com/npm/ini#readme,runtime
ini,5.0.0,ISC,GitHub Inc.,https://github.com/npm/ini#readme,runtime
interestfor,1.0.8,BSD-3-Clause,Mason Freed,https://github.com/mfreed7/interestfor#readme,runtime
internal-slot,1.1.0,MIT,Jordan Harband,https://github.com/ljharb/internal-slot#readme,build/dev
is-alphabetical,2.0.1,MIT,Titus Wormer,https://github.com/wooorm/is-alphabetical#readme,runtime
is-alphanumerical,2.0.1,MIT,Titus Wormer,https://github.com/wooorm/is-alphanumerical#readme,runtime
is-array-buffer,3.0.5,MIT,Jordan Harband,https://github.com/inspect-js/is-array-buffer#readme,build/dev
is-async-function,2.1.1,MIT,Jordan Harband,https://github.com/inspect-js/is-async-function#readme,build/dev
is-bigint,1.1.0,MIT,Jordan Harband,https://github.com/inspect-js/is-bigint#readme,build/dev
is-binary-path,2.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-binary-path#readme,runtime
is-boolean-object,1.2.2,MIT,Jordan Harband,https://github.com/inspect-js/is-boolean-object#readme,build/dev
is-bun-module,2.0.0,MIT,SunsetTechuila,https://github.com/SunsetTechuila/is-bun-module,build/dev
is-callable,1.2.7,MIT,Jordan Harband,https://github.com/inspect-js/is-callable#readme,build/dev
is-core-module,2.16.2,MIT,Jordan Harband,https://github.com/inspect-js/is-core-module,runtime
is-data-view,1.0.2,MIT,Jordan Harband,https://github.com/inspect-js/is-data-view#readme,build/dev
is-date-object,1.1.0,MIT,Jordan Harband,https://github.com/inspect-js/is-date-object#readme,build/dev
is-decimal,2.0.1,MIT,Titus Wormer,https://github.com/wooorm/is-decimal#readme,runtime
is-deflate,1.0.0,MIT,Thomas Watson Steen,https://github.com/watson/is-deflate#readme,runtime
is-docker,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-docker#readme,runtime
is-document.all,1.0.0,MIT,Jordan Harband,https://github.com/inspect-js/is-document.all#readme,build/dev
is-extglob,2.1.1,MIT,Jon Schlinkert,https://github.com/jonschlinkert/is-extglob,runtime
is-finalizationregistry,1.1.1,MIT,Jordan Harband,https://github.com/inspect-js/is-finalizationregistry#readme,build/dev
is-fullwidth-code-point,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-fullwidth-code-point#readme,runtime
is-function,1.0.2,MIT,Stephen Sugden,https://github.com/grncdr/js-is-function,runtime
is-generator-function,1.1.2,MIT,Jordan Harband,https://github.com/inspect-js/is-generator-function#readme,build/dev
is-glob,4.0.3,MIT,Jon Schlinkert,https://github.com/micromatch/is-glob,runtime
is-gzip,1.0.0,MIT,Kevin Mårtensson,https://github.com/kevva/is-gzip#readme,runtime
is-hexadecimal,2.0.1,MIT,Titus Wormer,https://github.com/wooorm/is-hexadecimal#readme,runtime
is-hotkey-esm,1.0.0,MIT,,https://github.com/sanity-io-esm/is-hotkey-esm#readme,runtime
is-in-ssh,1.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-in-ssh#readme,runtime
is-inside-container,1.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-inside-container#readme,runtime
is-installed-globally,1.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-installed-globally#readme,runtime
is-interactive,2.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-interactive#readme,runtime
is-map,2.0.3,MIT,Jordan Harband,https://github.com/inspect-js/is-map#readme,build/dev
is-negative-zero,2.0.3,MIT,Jordan Harband,https://github.com/inspect-js/is-negative-zero,build/dev
is-network-error,1.3.2,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-network-error#readme,runtime
is-number,7.0.0,MIT,Jon Schlinkert,https://github.com/jonschlinkert/is-number,runtime
is-number-object,1.1.1,MIT,Jordan Harband,https://github.com/inspect-js/is-number-object#readme,build/dev
is-path-inside,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-path-inside#readme,runtime
is-plain-obj,4.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-plain-obj#readme,runtime
is-plain-object,2.0.4,MIT,Jon Schlinkert,https://github.com/jonschlinkert/is-plain-object,runtime
is-potential-custom-element-name,1.0.1,MIT,Mathias Bynens,https://github.com/mathiasbynens/is-potential-custom-element-name,runtime
is-regex,1.2.1,MIT,Jordan Harband,https://github.com/inspect-js/is-regex,build/dev
is-retry-allowed,2.2.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-retry-allowed#readme,runtime
is-set,2.0.3,MIT,Jordan Harband,https://github.com/inspect-js/is-set#readme,build/dev
is-shared-array-buffer,1.0.4,MIT,Jordan Harband,https://github.com/inspect-js/is-shared-array-buffer#readme,build/dev
is-stream,4.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-stream#readme,runtime
is-string,1.1.1,MIT,Jordan Harband,https://github.com/inspect-js/is-string#readme,build/dev
is-symbol,1.1.1,MIT,Jordan Harband,https://github.com/inspect-js/is-symbol#readme,build/dev
is-typed-array,1.1.15,MIT,Jordan Harband,https://github.com/inspect-js/is-typed-array#readme,build/dev
is-unicode-supported,2.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-unicode-supported#readme,runtime
is-weakmap,2.0.2,MIT,Jordan Harband,https://github.com/inspect-js/is-weakmap#readme,build/dev
is-weakref,1.1.1,MIT,Jordan Harband,https://github.com/inspect-js/is-weakref#readme,build/dev
is-weakset,2.0.4,MIT,Jordan Harband,https://github.com/inspect-js/is-weakset#readme,build/dev
is-wsl,3.1.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/is-wsl#readme,runtime
isarray,1.0.0,MIT,Julian Gruber,https://github.com/juliangruber/isarray,runtime
isarray,2.0.5,MIT,Julian Gruber,https://github.com/juliangruber/isarray,runtime
isexe,2.0.0,ISC,Isaac Z. Schlueter,https://github.com/isaacs/isexe#readme,runtime
isexe,4.0.0,BlueOak-1.0.0,Isaac Z. Schlueter,https://github.com/isaacs/isexe#readme,runtime
iso-639-1,3.1.6,MIT,meikidd,https://github.com/meikidd/iso-639-1#readme,runtime
isobject,3.0.1,MIT,Jon Schlinkert,https://github.com/jonschlinkert/isobject,runtime
isomorphic-dompurify,2.36.0,MIT,,https://github.com/kkomelin/isomorphic-dompurify#readme,runtime
isomorphic-ws,5.0.0,MIT,@heineiuo,https://github.com/heineiuo/isomorphic-ws#readme,runtime
iterator.prototype,1.1.5,MIT,Jordan Harband,https://github.com/ljharb/Iterator.prototype#readme,build/dev
jiti,2.7.0,MIT,,https://github.com/unjs/jiti#readme,runtime
js-tokens,4.0.0,MIT,Simon Lydell,https://github.com/lydell/js-tokens#readme,runtime
js-yaml,3.13.1,MIT,Vladimir Zapparov,https://github.com/nodeca/js-yaml,runtime
js-yaml,4.3.1,MIT,Vladimir Zapparov,https://github.com/nodeca/js-yaml#readme,build/dev
jsdom,28.1.0,MIT,,https://github.com/jsdom/jsdom#readme,runtime
jsdom,29.1.1,MIT,,https://github.com/jsdom/jsdom#readme,runtime
jsesc,3.1.0,MIT,Mathias Bynens,https://mths.be/jsesc,runtime
json-2-csv,5.6.0,MIT,Mike Rodrigues,https://mrodrig.github.io/json-2-csv,runtime
json-buffer,3.0.1,MIT,Dominic Tarr,https://github.com/dominictarr/json-buffer,build/dev
json-lexer,1.2.0,ISC,Finn Pauls,https://github.com/finnp/json-lexer#readme,runtime
json-reduce,3.0.0,MIT,Bjørge Næss,https://github.com/bjoerge/json-reduce#readme,runtime
json-schema-traverse,0.4.1,MIT,Evgeny Poberezkin,https://github.com/epoberezkin/json-schema-traverse#readme,build/dev
json-stable-stringify,1.3.0,MIT,James Halliday,https://github.com/ljharb/json-stable-stringify,runtime
json-stable-stringify-without-jsonify,1.0.1,MIT,James Halliday,https://github.com/samn/json-stable-stringify,build/dev
json-stream-stringify,3.1.7,MIT,Faleij,https://github.com/Faleij/json-stream-stringify#readme,runtime
json-with-bigint,3.5.12,MIT,Ivan Korolenko,https://github.com/Ivan-Korolenko/json-with-bigint#readme,runtime
json5,1.0.2,MIT,Aseem Kishore,http://json5.org/,build/dev
json5,2.2.3,MIT,Aseem Kishore,http://json5.org/,runtime
jsonc-parser,3.3.1,MIT,Microsoft Corporation,https://github.com/microsoft/node-jsonc-parser#readme,runtime
jsonify,0.0.1,Public Domain,Douglas Crockford,https://github.com/ljharb/jsonify#readme,runtime
jsonwebtoken-esm,1.0.5,MIT,Sanity.io,https://github.com/sanity-io/jsonwebtoken-esm#readme,runtime
jsx-ast-utils,3.3.5,MIT,Ethan Cohen,https://github.com/jsx-eslint/jsx-ast-utils#readme,build/dev
keyv,4.5.4,MIT,Jared Wray,https://github.com/jaredwray/keyv,build/dev
