name,version,licence,licensor,homepage,scope
@module-federation/third-party-dts-extractor,2.8.2,MIT,hanric,https://github.com/module-federation/core#readme,runtime
@module-federation/vite,1.20.7,MIT,Giorgio Boa,https://github.com/module-federation/vite#readme,runtime
@mux/mux-data-google-ima,0.3.17,MIT,"Mux, Inc",,runtime
@mux/mux-player,3.13.2,MIT,"Mux, Inc.",https://mux.com/player,runtime
@mux/mux-player,3.13.4,MIT,"Mux, Inc.",https://mux.com/player,runtime
@mux/mux-player-react,3.13.2,MIT,"Mux, Inc.",https://mux.com/player,runtime
@mux/mux-player-react,3.13.4,MIT,"Mux, Inc.",https://mux.com/player,runtime
@mux/mux-video,0.31.2,MIT,"Mux, Inc.",https://github.com/muxinc/elements#readme,runtime
@mux/mux-video,0.31.4,MIT,"Mux, Inc.",https://github.com/muxinc/elements#readme,runtime
@mux/playback-core,0.35.2,MIT,"Mux, Inc.",https://github.com/muxinc/elements#readme,runtime
@mux/playback-core,0.35.4,MIT,"Mux, Inc.",https://github.com/muxinc/elements#readme,runtime
@mux/upchunk,3.5.0,MIT,Matthew McClure,https://github.com/muxinc/upchunk#readme,runtime
@next/env,16.3.0,MIT,Next.js Team,https://github.com/vercel/next.js#readme,runtime
@next/eslint-plugin-next,16.3.0,MIT,,https://github.com/vercel/next.js#readme,build/dev
@next/swc-darwin-arm64,16.3.0,MIT,,https://github.com/vercel/next.js#readme,runtime
@noble/ed25519,3.2.0,MIT,Paul Miller,https://paulmillr.com/noble/,runtime
@noble/hashes,2.4.0,MIT,Paul Miller,https://paulmillr.com/noble/,runtime
@nodelib/fs.scandir,2.1.5,MIT,,https://github.com/nodelib/nodelib/tree/master#readme,runtime
@nodelib/fs.stat,2.0.5,MIT,,https://github.com/nodelib/nodelib/tree/master#readme,runtime
@nodelib/fs.walk,1.2.8,MIT,,https://github.com/nodelib/nodelib/tree/master#readme,runtime
@nolyfill/is-core-module,1.0.39,MIT,,https://github.com/SukkaW/nolyfill#readme,build/dev
@oclif/core,4.14.0,MIT,Salesforce,https://github.com/oclif/core,runtime
@oclif/plugin-help,6.3.0,MIT,Salesforce,https://github.com/oclif/plugin-help,runtime
@oclif/plugin-not-found,3.3.0,MIT,Salesforce,https://github.com/oclif/plugin-not-found,runtime
@octokit/auth-token,6.0.0,MIT,Gregor Martynus,https://github.com/octokit/auth-token.js#readme,runtime
@octokit/core,7.0.7,MIT,Gregor Martynus,https://github.com/octokit/core.js#readme,runtime
@octokit/endpoint,11.0.4,MIT,Gregor Martynus,https://github.com/octokit/endpoint.js#readme,runtime
@octokit/graphql,9.0.4,MIT,Gregor Martynus,https://github.com/octokit/graphql.js#readme,runtime
@octokit/openapi-types,27.0.0,MIT,Gregor Martynus,https://github.com/octokit/openapi-types.ts#readme,runtime
@octokit/openapi-types,28.0.0,MIT,Gregor Martynus,https://github.com/octokit/openapi-types.ts#readme,runtime
@octokit/plugin-paginate-rest,14.0.0,MIT,,https://github.com/octokit/plugin-paginate-rest.js#readme,runtime
@octokit/plugin-rest-endpoint-methods,17.0.0,MIT,Gregor Martynus,https://github.com/octokit/plugin-rest-endpoint-methods.js#readme,runtime
@octokit/request,10.0.15,MIT,Gregor Martynus,https://github.com/octokit/request.js#readme,runtime
@octokit/request-error,7.1.1,MIT,Gregor Martynus,https://github.com/octokit/request-error.js#readme,runtime
@octokit/types,16.0.0,MIT,Gregor Martynus,https://github.com/octokit/types.ts#readme,runtime
@octokit/types,17.0.0,MIT,Gregor Martynus,https://github.com/octokit/types.ts#readme,runtime
@oxc-project/types,0.147.0,MIT,Boshen and oxc contributors,https://oxc.rs,runtime
@pnpm/config.env-replace,1.1.0,MIT,,https://bit.cloud/pnpm/config/env-replace,runtime
@pnpm/network.ca-file,1.0.2,MIT,,https://bit.dev/pnpm/network/ca-file,runtime
@pnpm/npm-conf,3.0.3,MIT,,https://github.com/pnpm/npm-conf#readme,runtime
@portabletext/editor,8.1.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@portabletext/html,2.0.0,MIT,Sanity.io,https://portabletext.org,runtime
@portabletext/keyboard-shortcuts,3.0.0,MIT,Sanity.io,https://portabletext.org,runtime
@portabletext/patches,3.0.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@portabletext/plugin-character-pair-decorator,9.0.4,MIT,Sanity.io,https://portabletext.org,runtime
@portabletext/plugin-dnd,2.0.4,MIT,Sanity.io,https://portabletext.org,runtime
@portabletext/plugin-input-rule,7.0.4,MIT,Sanity.io,https://www.portabletext.org/,runtime
@portabletext/plugin-list-index,2.0.4,MIT,Sanity.io,https://portabletext.org,runtime
@portabletext/plugin-markdown-shortcuts,9.0.4,MIT,Sanity.io,https://portabletext.org,runtime
@portabletext/plugin-one-line,8.0.4,MIT,Sanity.io,https://portabletext.org,runtime
@portabletext/plugin-paste-link,5.0.4,MIT,Sanity.io,https://portabletext.org,runtime
@portabletext/plugin-table,2.0.4,MIT,Sanity.io,https://portabletext.org,runtime
@portabletext/plugin-typography,9.0.4,MIT,Sanity.io,https://www.portabletext.org/,runtime
@portabletext/react,7.0.1,MIT,Sanity.io,https://github.com/portabletext/react-portabletext#readme,runtime
@portabletext/react,8.0.1,MIT,Sanity.io,https://github.com/portabletext/react-portabletext#readme,runtime
@portabletext/sanity-bridge,4.0.0,MIT,Sanity.io,https://www.portabletext.org/,runtime
@portabletext/schema,3.0.0,MIT,Sanity.io,https://www.portabletext.org/,runtime
@portabletext/to-html,6.0.0,MIT,Sanity.io,https://github.com/portabletext/to-html#readme,runtime
@portabletext/toolkit,5.0.2,MIT,Sanity.io,https://github.com/portabletext/toolkit#readme,runtime
@portabletext/toolkit,6.0.0,MIT,Sanity.io,https://github.com/portabletext/toolkit#readme,runtime
@portabletext/types,4.0.2,MIT,Sanity.io,https://github.com/portabletext/types#readme,runtime
@rexxars/react-json-inspector,9.0.1,MIT,Aziz Yuldoshev,https://github.com/Lapple/react-json-inspector#readme,runtime
@rexxars/react-split-pane,1.0.0,MIT,tomkp,https://github.com/rexxars/react-split-pane,runtime
@rolldown/binding-darwin-arm64,1.2.6,MIT,,https://rolldown.rs/,runtime
@rolldown/plugin-babel,0.2.3,MIT,,https://github.com/rolldown/plugins/tree/main/packages/babel#readme,runtime
@rolldown/pluginutils,1.0.1,MIT,,https://github.com/rolldown/plugins/tree/main/packages/pluginutils#readme,runtime
@rtsao/scc,1.1.0,MIT,,https://github.com/rtsao/scc#readme,build/dev
@sanity-labs/design-tokens,0.0.2-alpha.4,MIT,Cole Peters,https://github.com/sanity-labs/design-tokens-poc#readme,runtime
@sanity-labs/oclif-plugin-skills-flag,0.2.1,MIT,Sanity,https://github.com/sanity-labs/oclif-plugin-skills-flag#readme,runtime
@sanity/access-ui,6.11.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/asset-utils,2.3.0,MIT,Sanity.io,https://github.com/sanity-io/asset-utils#readme,runtime
@sanity/bifur-client,1.0.0,MIT,Sanity.io,https://github.com/sanity-io/bifur-client#readme,runtime
@sanity/bifur-client,2.0.2,MIT,Sanity.io,https://github.com/sanity-io/bifur-client#readme,runtime
@sanity/blueprints,0.23.6,MIT,Sanity.io,https://github.com/sanity-io/blueprints-node#readme,runtime
@sanity/blueprints-parser,0.5.0,MIT,Sanity.io,https://github.com/sanity-io/blueprints-parser#readme,runtime
@sanity/cli,8.5.0,MIT,Sanity.io,https://github.com/sanity-io/cli,runtime
@sanity/cli-build,5.3.1,MIT,Sanity.io,https://github.com/sanity-io/cli,runtime
@sanity/cli-build,6.0.2,MIT,Sanity.io,https://github.com/sanity-io/cli,runtime
@sanity/cli-core,2.8.1,MIT,Sanity.io,https://github.com/sanity-io/cli,runtime
@sanity/cli-core,3.5.0,MIT,Sanity.io,https://github.com/sanity-io/cli,runtime
@sanity/client,7.26.2,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/client,8.4.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/codegen,8.0.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/color,3.0.8,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/comlink,4.0.3,MIT,Sanity.io,https://github.com/sanity-io/comlink/tree/main/packages/comlink#readme,runtime
@sanity/descriptors,1.3.0,MIT,Magnus Holm,https://github.com/sanity-io/descriptors#readme,runtime
@sanity/diff,6.11.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/diff-match-patch,3.2.0,Apache-2.0,Google Inc.,,runtime
@sanity/diff-patch,5.0.0,MIT,Sanity.io,https://github.com/sanity-io/diff-patch#readme,runtime
@sanity/diff-patch,6.0.0,MIT,Sanity.io,https://github.com/sanity-io/diff-patch#readme,runtime
@sanity/eventsource,5.0.4,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/export,6.2.1,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/generate-help-url,4.0.0,MIT,Sanity.io,https://github.com/sanity-io/generate-help-url#readme,runtime
@sanity/groq-condition-describe,0.4.1,MIT,Sanity.io,https://github.com/sanity-io/workflows/tree/main/packages/groq-condition-describe#readme,runtime
@sanity/icons,5.2.1,MIT,Sanity.io,https://icons.sanity.dev/,runtime
@sanity/id-utils,1.0.0,MIT,Sanity.io,https://github.com/sanity-io/id-utils#readme,runtime
@sanity/image-url,2.1.1,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/import,6.0.4,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/json-match,1.0.5,MIT,Sanity.io,https://github.com/sanity-io/json-match#readme,runtime
@sanity/lezer-groq,1.0.4,MIT,,https://github.com/sanity-io/groq-syntax#readme,runtime
@sanity/logos,2.2.5,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/media-library-types,1.6.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/message-protocol,0.24.0,MIT,Sanity.io,https://github.com/sanity-io/ada#readme,runtime
@sanity/migrate,8.0.2,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/mutate,0.18.1,MIT,Sanity.io,https://github.com/sanity-io/mutate#readme,runtime
@sanity/mutator,6.11.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/presentation-comlink,2.2.3,MIT,Sanity.io,https://github.com/sanity-io/comlink/tree/main/packages/presentation-comlink#readme,runtime
@sanity/preview-url-secret,4.1.5,MIT,Sanity.io,https://github.com/sanity-io/visual-editing/tree/main/packages/preview-url-secret#readme,runtime
@sanity/prism-groq,1.1.2,MIT,,https://github.com/sanity-io/groq-syntax#readme,runtime
@sanity/runtime-cli,17.10.0,MIT,Sanity Runtime Team,https://github.com/sanity-io/runtime-cli,runtime
@sanity/schema,6.11.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/sdk,2.20.2,MIT,Sanity,https://github.com/sanity-io/sdk/tree/main/packages/core/README.md,runtime
@sanity/sdk-react,2.20.2,MIT,Sanity,https://github.com/sanity-io/sdk/tree/main/packages/react/README.md,runtime
@sanity/signed-urls,2.0.5,MIT,Sanity.io,https://github.com/sanity-io/signed-urls,runtime
@sanity/telemetry,1.1.0,MIT,Bjørge Næss,https://github.com/sanity-io/telemetry#readme,runtime
@sanity/template-validator,3.1.0,MIT,Sanity.io,https://github.com/sanity-io/template-validator#readme,runtime
@sanity/types,5.31.2,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/types,6.11.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/ui,5.0.0-alpha.10,ISC,Sanity,https://github.com/sanity-io/ui#readme,runtime
@sanity/util,6.11.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/uuid,3.0.3,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/vision,6.11.0,MIT,Sanity.io,https://www.sanity.io/,runtime
@sanity/visual-editing,6.1.1,MIT,Sanity.io,https://github.com/sanity-io/visual-editing/tree/main/packages/visual-editing#readme,runtime
@sanity/visual-editing-csm,3.0.17,MIT,Sanity.io,https://github.com/sanity-io/visual-editing/tree/main/packages/visual-editing-csm#readme,runtime
@sanity/visual-editing-types,2.1.1,MIT,Sanity.io,https://github.com/sanity-io/visual-editing/tree/main/packages/visual-editing-types#readme,runtime
@sanity/webhook,4.0.4,MIT,Sanity.io,https://github.com/sanity-io/webhook-toolkit#readme,runtime
@sanity/workbench,0.1.0-alpha.42,MIT,Sanity.io,https://github.com/sanity-io/workbench/packages/@sanity/workbench#readme,runtime
@sanity/workbench-cli,2.2.3,MIT,Sanity.io,https://github.com/sanity-io/cli,runtime
@sanity/worker-channels,2.0.0,MIT,Sanity.io,https://github.com/sanity-io/worker-channels#readme,runtime
@sanity/workflow-cli,0.30.0,MIT,Sanity.io,https://github.com/sanity-io/workflows/tree/main/packages/workflow-cli#readme,runtime
@sanity/workflow-engine,0.30.0,MIT,Sanity.io,https://github.com/sanity-io/workflows/tree/main/packages/workflow-engine#readme,runtime
@sec-ant/readable-stream,0.4.1,MIT,Ze-Zheng Wu,https://github.com/Sec-ant/readable-stream,runtime
@sentry/browser,10.72.0,MIT,Sentry,https://github.com/getsentry/sentry-javascript/tree/master/packages/browser,runtime
@sentry/browser-utils,10.72.0,MIT,Sentry,https://github.com/getsentry/sentry-javascript/tree/master/packages/browser-utils,runtime
@sentry/conventions,0.16.0,MIT,,https://github.com/getsentry/sentry-conventions#readme,runtime
@sentry/core,10.72.0,MIT,Sentry,https://github.com/getsentry/sentry-javascript/tree/master/packages/core,runtime
@sentry/feedback,10.72.0,MIT,Sentry,https://github.com/getsentry/sentry-javascript/tree/master/packages/feedback,runtime
@sentry/react,10.72.0,MIT,Sentry,https://github.com/getsentry/sentry-javascript/tree/master/packages/react,runtime
@sentry/replay,10.72.0,MIT,Sentry,https://docs.sentry.io/platforms/javascript/session-replay/,runtime
@sentry/replay-canvas,10.72.0,MIT,Sentry,https://docs.sentry.io/platforms/javascript/session-replay/,runtime
@sindresorhus/merge-streams,4.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/merge-streams#readme,runtime
@swc/helpers,0.5.15,Apache-2.0,강동윤,https://swc.rs,runtime
@tailwindcss/node,4.3.3,MIT,,https://tailwindcss.com,build/dev
@tailwindcss/oxide,4.3.3,MIT,,https://github.com/tailwindlabs/tailwindcss#readme,build/dev
@tailwindcss/postcss,4.3.3,MIT,,https://tailwindcss.com,build/dev
@tanstack/react-virtual,3.14.10,MIT,Tanner Linsley,https://tanstack.com/virtual,runtime
@tanstack/virtual-core,3.17.8,MIT,Tanner Linsley,https://tanstack.com/virtual,runtime
@types/estree,1.0.9,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/estree,build/dev
@types/event-source-polyfill,1.0.5,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/event-source-polyfill,runtime
@types/eventsource,1.1.15,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/eventsource,runtime
@types/google_interactive_media_ads_types,3.697.1,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/google_interactive_media_ads_types,runtime
@types/hast,3.0.5,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/hast,runtime
@types/json-schema,7.0.15,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/json-schema,build/dev
@types/json5,0.0.29,MIT,Jason Swearingen,https://github.com/DefinitelyTyped/DefinitelyTyped#readme,build/dev
@types/node,20.19.43,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/node,runtime
@types/prismjs,1.26.6,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/prismjs,runtime
@types/react,19.2.18,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/react,runtime
@types/react-dom,19.2.4,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/react-dom,runtime
@types/trusted-types,2.0.7,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/trusted-types,runtime
@types/unist,2.0.11,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/unist,runtime
@types/unist,3.0.3,MIT,,https://github.com/DefinitelyTyped/DefinitelyTyped/tree/master/types/unist,runtime
@typescript-eslint/eslint-plugin,8.67.0,MIT,,https://typescript-eslint.io/packages/eslint-plugin,build/dev
@typescript-eslint/parser,8.67.0,MIT,,https://typescript-eslint.io/packages/parser,build/dev
@typescript-eslint/project-service,8.67.0,MIT,,https://typescript-eslint.io,build/dev
@typescript-eslint/scope-manager,8.67.0,MIT,,https://typescript-eslint.io/packages/scope-manager,build/dev
@typescript-eslint/tsconfig-utils,8.67.0,MIT,,https://typescript-eslint.io,build/dev
@typescript-eslint/type-utils,8.67.0,MIT,,https://typescript-eslint.io,build/dev
@typescript-eslint/types,8.67.0,MIT,,https://typescript-eslint.io,build/dev
@typescript-eslint/typescript-estree,8.67.0,MIT,,https://typescript-eslint.io/packages/typescript-estree,build/dev
@typescript-eslint/utils,8.67.0,MIT,,https://typescript-eslint.io/packages/utils,build/dev
@typescript-eslint/visitor-keys,8.67.0,MIT,,https://typescript-eslint.io,build/dev
@uiw/codemirror-extensions-basic-setup,4.25.11,MIT,kenny wong,https://uiwjs.github.io/react-codemirror/#/extensions/basic-setup,runtime
@uiw/react-codemirror,4.25.11,MIT,kenny wong,https://uiwjs.github.io/react-codemirror,runtime
@vanilla-extract/dynamic,2.1.5,MIT,SEEK,https://github.com/vanilla-extract-css/vanilla-extract#readme,runtime
@vanilla-extract/private,1.0.9,MIT,SEEK,https://github.com/vanilla-extract-css/vanilla-extract#readme,runtime
@vercel/error-utils,2.2.0,Apache-2.0,,https://github.com/vercel/vercel#readme,runtime
@vercel/frameworks,3.29.0,Apache-2.0,,https://github.com/vercel/vercel#readme,runtime
@vercel/stega,1.1.0,MPL-2.0,,,runtime
@vitejs/plugin-react,6.1.1,MIT,Evan You,https://github.com/vitejs/vite-plugin-react/tree/main/packages/plugin-react#readme,runtime
@xstate/react,6.1.0,MIT,David Khourshid,https://github.com/statelyai/xstate/tree/main/packages/xstate-react#readme,runtime
acorn,8.18.0,MIT,,https://github.com/acornjs/acorn,runtime
acorn-jsx,5.3.2,MIT,,https://github.com/acornjs/acorn-jsx,build/dev
acorn-loose,8.5.2,MIT,,https://github.com/acornjs/acorn,runtime
adm-zip,0.6.0,MIT,Nasca Iacob,https://github.com/cthackers/adm-zip,runtime
agent-base,7.1.4,MIT,Nathan Rajlich,https://github.com/TooTallNate/proxy-agents#readme,runtime
ajv,6.15.0,MIT,Evgeny Poberezkin,https://github.com/ajv-validator/ajv,build/dev
ansi-align,3.0.1,ISC,nexdrew,https://github.com/nexdrew/ansi-align#readme,runtime
ansi-escapes,4.3.2,MIT,Sindre Sorhus,https://github.com/sindresorhus/ansi-escapes#readme,runtime
ansi-regex,5.0.1,MIT,Sindre Sorhus,https://github.com/chalk/ansi-regex#readme,runtime
ansi-regex,6.3.0,MIT,Sindre Sorhus,https://github.com/chalk/ansi-regex#readme,runtime
ansi-styles,4.3.0,MIT,Sindre Sorhus,https://github.com/chalk/ansi-styles#readme,runtime
ansi-styles,6.2.3,MIT,Sindre Sorhus,https://github.com/chalk/ansi-styles#readme,runtime
ansicolors,0.3.2,MIT,Thorsten Lorenz,https://github.com/thlorenz/ansicolors#readme,runtime
ansis,3.17.0,ISC,webdiscus,https://github.com/webdiscus/ansis#readme,runtime
anymatch,3.1.3,ISC,Elan Shanker,https://github.com/micromatch/anymatch,runtime
argparse,1.0.10,MIT,,https://github.com/nodeca/argparse#readme,runtime
argparse,2.0.1,Python-2.0,,https://github.com/nodeca/argparse#readme,build/dev
aria-query,5.3.2,Apache-2.0,Jesse Beach,https://github.com/A11yance/aria-query#readme,build/dev
array-buffer-byte-length,1.0.2,MIT,Jordan Harband,https://github.com/inspect-js/array-buffer-byte-length#readme,build/dev
array-includes,3.1.9,MIT,Jordan Harband,https://github.com/es-shims/array-includes#readme,build/dev
array-timsort,1.0.3,MIT,,https://github.com/kaelzhang/node-array-timsort,runtime
array-treeify,0.2.0,MIT,tbeseda,https://github.com/tbeseda/array-treeify#readme,runtime
array-union,2.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/array-union#readme,runtime
array.prototype.findlast,1.2.5,MIT,Jordan Harband,https://github.com/es-shims/Array.prototype.findLast#readme,build/dev
array.prototype.findlastindex,1.2.6,MIT,Jordan Harband,https://github.com/es-shims/Array.prototype.findLastIndex#readme,build/dev
array.prototype.flat,1.3.3,MIT,Jordan Harband,https://github.com/es-shims/Array.prototype.flat#readme,build/dev
array.prototype.flatmap,1.3.3,MIT,Jordan Harband,https://github.com/es-shims/Array.prototype.flatMap#readme,build/dev
array.prototype.tosorted,1.1.4,MIT,Jordan Harband,https://github.com/es-shims/Array.prototype.toSorted#readme,build/dev
arraybuffer.prototype.slice,1.0.4,MIT,Jordan Harband,https://github.com/es-shims/ArrayBuffer.prototype.slice#readme,build/dev
arrify,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/arrify#readme,runtime
ast-types-flow,0.0.8,MIT,kyldvs,https://github.com/kyldvs/ast-types-flow#readme,build/dev
async-function,1.0.0,MIT,Jordan Harbamd,https://github.com/ljharb/async-function#readme,build/dev
asynckit,0.4.0,MIT,Alex Indigo,https://github.com/alexindigo/asynckit#readme,runtime
available-typed-arrays,1.0.7,MIT,Jordan Harband,https://github.com/inspect-js/available-typed-arrays#readme,build/dev
aws4,1.13.2,MIT,Michael Hart,https://github.com/mhart/aws4#readme,runtime
axe-core,4.13.0,MPL-2.0,,https://www.deque.com/axe/,build/dev
axobject-query,4.1.0,Apache-2.0,Jesse Beach,https://github.com/A11yance/axobject-query#readme,build/dev
b4a,1.8.1,Apache-2.0,Holepunch,https://github.com/holepunchto/b4a#readme,runtime
babel-plugin-polyfill-corejs2,0.4.17,MIT,,https://github.com/babel/babel-polyfills#readme,runtime
babel-plugin-polyfill-corejs3,0.14.2,MIT,,https://github.com/babel/babel-polyfills#readme,runtime
babel-plugin-polyfill-regenerator,0.6.8,MIT,,https://github.com/babel/babel-polyfills#readme,runtime
balanced-match,1.0.2,MIT,,https://github.com/juliangruber/balanced-match#readme,build/dev
balanced-match,4.0.4,MIT,,https://github.com/juliangruber/balanced-match#readme,runtime
bare-events,2.9.2,Apache-2.0,Holepunch,https://github.com/holepunchto/bare-events#readme,runtime
bare-fs,4.8.1,Apache-2.0,Holepunch,https://github.com/holepunchto/bare-fs#readme,runtime
bare-path,3.1.1,Apache-2.0,Holepunch,https://github.com/holepunchto/bare-path#readme,runtime
bare-stream,2.13.4,Apache-2.0,Holepunch,https://github.com/holepunchto/bare-stream#readme,runtime
bare-url,2.5.2,Apache-2.0,Holepunch,https://github.com/holepunchto/bare-url,runtime
baseline-browser-mapping,2.11.13,Apache-2.0,,https://github.com/web-platform-dx/baseline-browser-mapping#readme,runtime
before-after-hook,4.0.0,Apache-2.0,Gregor Martynus,https://github.com/gr2m/before-after-hook#readme,runtime
bidi-js,1.0.3,MIT,Jason Johnston,https://github.com/lojjic/bidi-js#readme,runtime
binary-extensions,2.3.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/binary-extensions#readme,runtime
boolbase,1.0.0,ISC,Felix Boehm,https://github.com/fb55/boolbase,runtime
boxen,8.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/boxen#readme,runtime
brace-expansion,1.1.18,MIT,,https://github.com/juliangruber/brace-expansion#readme,build/dev
brace-expansion,5.0.9,MIT,,https://github.com/juliangruber/brace-expansion#readme,runtime
braces,3.0.3,MIT,Jon Schlinkert,https://github.com/micromatch/braces,runtime
browserify-zlib,0.1.4,MIT,Devon Govett,https://github.com/devongovett/browserify-zlib#readme,runtime
browserslist,4.28.8,MIT,Andrey Sitnik,https://github.com/browserslist/browserslist#readme,runtime
buffer-from,1.1.2,MIT,,https://github.com/LinusU/buffer-from#readme,runtime
bundle-name,4.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/bundle-name#readme,runtime
cac,7.0.0,MIT,egoist,https://github.com/cacjs/cac#readme,runtime
call-bind,1.0.9,MIT,Jordan Harband,https://github.com/ljharb/call-bind#readme,runtime
call-bind-apply-helpers,1.0.2,MIT,Jordan Harband,https://github.com/ljharb/call-bind-apply-helpers#readme,runtime
call-bound,1.0.4,MIT,Jordan Harband,https://github.com/ljharb/call-bound#readme,runtime
callsites,3.1.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/callsites#readme,build/dev
camelcase,8.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/camelcase#readme,runtime
caniuse-lite,1.0.30001809,CC-BY-4.0,Ben Briggs,https://github.com/browserslist/caniuse-lite#readme,runtime
cardinal,2.1.1,MIT,Thorsten Lorenz,https://github.com/thlorenz/cardinal#readme,runtime
castable-video,1.1.16,MIT,@muxinc,https://github.com/muxinc/media-elements#readme,runtime
ce-la-react,0.3.2,BSD-3-Clause,@muxinc,https://github.com/muxinc/ce-la-react#readme,runtime
chalk,4.1.2,MIT,,https://github.com/chalk/chalk#readme,build/dev
chalk,5.6.2,MIT,,https://github.com/chalk/chalk#readme,runtime
character-entities,2.0.2,MIT,Titus Wormer,https://github.com/wooorm/character-entities#readme,runtime
character-entities-legacy,3.0.0,MIT,Titus Wormer,https://github.com/wooorm/character-entities-legacy#readme,runtime
character-reference-invalid,2.0.1,MIT,Titus Wormer,https://github.com/wooorm/character-reference-invalid#readme,runtime
chardet,2.2.0,MIT,Dmitry Shirokov,https://github.com/runk/node-chardet,runtime
chokidar,3.6.0,MIT,Paul Miller,https://github.com/paulmillr/chokidar,runtime
chokidar,5.0.0,MIT,Paul Miller,https://github.com/paulmillr/chokidar,runtime
chownr,3.0.0,BlueOak-1.0.0,Isaac Z. Schlueter,https://github.com/isaacs/chownr#readme,runtime
cjs-module-lexer,2.2.1,MIT,Guy Bedford,https://github.com/nodejs/cjs-module-lexer#readme,runtime
clean-stack,3.0.1,MIT,Sindre Sorhus,https://github.com/sindresorhus/clean-stack#readme,runtime
cli-boxes,3.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/cli-boxes#readme,runtime
cli-cursor,5.0.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/cli-cursor#readme,runtime
cli-spinners,2.9.2,MIT,Sindre Sorhus,https://github.com/sindresorhus/cli-spinners#readme,runtime
cli-spinners,3.4.0,MIT,Sindre Sorhus,https://github.com/sindresorhus/cli-spinners#readme,runtime
cli-width,4.1.0,ISC,Ilya Radchenko,https://github.com/knownasilya/cli-width,runtime
client-only,0.0.1,MIT,,https://reactjs.org/,runtime
clone-deep,4.0.1,MIT,Jon Schlinkert,https://github.com/jonschlinkert/clone-deep,runtime
clsx,2.1.1,MIT,Luke Edwards,https://github.com/lukeed/clsx#readme,runtime
codemirror,6.0.2,MIT,Marijn Haverbeke,https://github.com/codemirror/basic-setup#readme,runtime
color-convert,2.0.1,MIT,Heather Arthur,https://github.com/Qix-/color-convert#readme,runtime
color-name,1.1.4,MIT,DY,https://github.com/colorjs/color-name,runtime
color2k,2.0.4,MIT,Rico Kahler,https://github.com/ricokahler/color2k#readme,runtime
combined-stream,1.0.8,MIT,Felix Geisendörfer,https://github.com/felixge/node-combined-stream,runtime
comma-separated-tokens,2.0.3,MIT,Titus Wormer,https://github.com/wooorm/comma-separated-tokens#readme,runtime
comment-json,5.0.0,MIT,kaelzhang,https://github.com/kaelzhang/node-comment-json#readme,runtime
commondir,1.0.1,MIT,James Halliday,https://github.com/substack/node-commondir#readme,runtime
compute-scroll-into-view,3.1.1,MIT,Cody Olsen,https://scroll-into-view.dev,runtime
concat-map,0.0.1,MIT,James Halliday,https://github.com/substack/node-concat-map#readme,build/dev
